name,address,postcode,lat,long,web
Booth Museum of Natural History,"194 Dyke Road, Brighton, East Sussex, BN1 5AA",BN1 5AA,50.8372683792274,-0.153180482850005,www.brightonmuseums.org.uk
Brighton Museum and Art Gallery,"Royal Pavilion Gardens, Brighton, BN1 1EE",BN1 1EE,50.8219937927918,-0.138236372925505,www.brightonmuseums.org.uk
Brighton Toy and Model Museum,"52 - 55 Trafalgar Street, 
Brighton, BN1 4EB",BN1 4EB,50.828445330231,-0.139002122490751,www.brightontoymuseum.co.uk
Preston Manor,"Preston Drove, Brighton, BN1 6SD",BN1 6SD,50.8424981164901,-0.150062136855425,www.brightonmuseums.org.uk
Royal Pavilion,"4-5 Pavilion Buildings, Brighton, East Sussex, BN1 1EE",BN1 1EE,50.8219937927918,-0.138236372925505,www.brightonmuseums.org.uk
Crampton Tower Museum,"The Broadway, Broadstairs, Kent, CT10 2AB",CT10 2AB,51.35964767961,1.43316777648755,www.cramptontower.co.uk
"Agricultural Museum, Brook","The Street, Brook, Ashford, Kent, TN25 5PF",TN25 5PF,51.1619476923165,0.95499191927899,www.agriculturalmuseumbrook.org.uk
Old Gaol Museum,"Market Hill, Buckingham, MK18 1JX",MK18 1JX,52.0005122884526,-0.987513049952783,www.buckinghamoldgoal.org.uk
Tolsey Museum,"126 High Street, Burford, Oxon, OX18 4QU",OX18 4QU,51.8069817704971,-1.6372414252158,www.tolseymuseumburford.com
Royal Military Academy Sandhurst Collection,"Royal Military Academy Sandhurst, Camberley, Surrey, GU15 4PQ",GU15 4PQ,51.3403543032546,-0.768711805276653
"Buffs (Royal East Kent Regiment, 3rd Foot) Display","Beaney, House of Art and Knowledge , 18 High Street, Canterbury, Kent, CT1 2RA",CT1 2RA,51.2796865898443,1.07944293978299,www.canterbury-museums.co.uk
Canterbury Heritage Museum,"Poor Priests’ Hospital, Stour Street, Canterbury, Kent, CT1 2NR",CT1 2NR,51.2792850587187,1.07795323620428,www.canterbury-museums.co.uk
Canterbury Roman Museum,"Butchery Lane, Canterbury, Kent, CT1 2JR",CT1 2JR,51.2787273308982,1.0813721938205,www.canterbury-museums.co.uk
The Beaney House of Art and Knowledge,"18 High Street, Canterbury, Kent, CT1 2RA",CT1 2RA,51.2796865898443,1.07944293978299
Carshalton Water Tower,"West Street, Carshalton, Surrey",No Valid Postcode Found,,,www.carshaltonwatertower.co.uk
East Surrey Museum,"1 Stafford Road, Caterham, Surrey, CR3 6JG",CR3 6JG,51.2832954645698,-0.0802234677623,www.eastsurreymuseum.org.uk
Chiltern Open Air Museum,"Chiltern Open Air Museum, Newland Park, Gorelands Lane, Chalfont St Giles, Buckinghamshire, HP8 4AB",HP8 4AB,51.632187962782,-0.539643301557988,www.coam.org.uk
Historic Dockyard Chatham,"The Historic Dockyard, Chatham, Kent, ME4 4TZ",ME4 4TZ,51.3950851722222,0.528026357638006,www.chdt.org.uk
Jane Austen’s House Museum,"Chawton, Alton, Hampshire, GU34 1SD",GU34 1SD,51.1335356523306,-0.988663014537508,www.jane-austens-house-museum.org.uk
Chertsey Museum,"The Cedars, 33 Windsor Street, Chertsey, Surrey, KT16 8AT",KT16 8AT,51.3935030001413,-0.505514055767775,www.chertseymuseum.org.uk
Fishbourne Roman Palace,"Roman Way, Fishbourne, nr Chichester, West Sussex, PO19 3QR",PO19 3QR,50.8366366473842,-0.809365339085056,www.sussexpast.co.uk/fishbourne
Pallant House Gallery,"9 North Pallant, Chichester, West Sussex, PO19 1TJ",PO19 1TJ,50.8357157808229,-0.77770563343295,www.pallant.org.uk
Watts Gallery - Artists' Village,"Down Lane, Compton, Guildford, Surrey, GU3 1DQ",GU3 1DQ,51.2222313256645,-0.628736495507617,www.wattsgallery.org.uk
Stanley Spencer Gallery,"High St, Cookham, Berkshire, SL6 9SJ",SL6 9SJ,51.5596935212391,-0.708239870986405,www.stanleyspencer.org.uk
Cranbrook Museum,"Carriers Road, Cranbrook, Kent, TN17 3JX",TN17 3JX,51.0973828442301,0.535102883747908,www.cranbrookmuseum.org
Crawley Museum Centre,"Goffs Park House, Old Horsham Road, Southgate, Crawley, West Sussex
with a planned move in mid-2017 to The Tree, 103 High Street, Crawley, West Sussex, RH11 8PE, with new site in RH10 1DD",RH11 8PE,51.109749231363,-0.202455356105038,www.crawleymuseums.org
Ifield Watermill,"Hyde Drive, Ifield, Crawley, West Sussex, RH11 0PL",RH11 0PL,51.111142092549,-0.230088325163872,www.crawleymuseums.org
Cuckfield Museum,"Queen’s Hall, High St, Cuckfield, West Sussex, RH17 5EL",RH17 5EL,51.0076663438782,-0.141945028040235
Didcot Railway Centre,"Didcot, Oxon, OX11 7NJ",OX11 7NJ,51.6135811545816,-1.24443853564207,www.didcotrailwaycentre.org.uk
Ditchling Museum of Art and Craft,"Church Lane, Ditchling, East Sussex, BN6 8SP",BN6 8SP,50.9224160622206,-0.117611695072415,http://www.ditchlingmuseumartcraft.org.uk
Dover Museum,"Market Square, Dover, Kent, CT16 1PH",CT16 1PH,51.1246823468183,1.31315426882604,www.dovermuseum.co.uk
Hampton Court Palace,"East Molesey, Surrey, KT8 9AU",KT8 9AU,51.4038134856666,-0.337670183322755,www.hrp.org.uk
Redoubt Fortress and Military Museum,"Royal Parade, Eastbourne, East Sussex, BN22 7AQ",BN22 7AQ,50.7739619516872,0.299143647412383,www.eastbournemuseums.co.uk
Towner,"Devonshire Park, College Road, Eastbourne, East Sussex, BN21 4JJ",BN21 4JJ,50.7631264084247,0.282091583896688,www.townereastbourne.org.uk
Eastleigh Museum,"25 High Street, Eastleigh, Hampshire, SO50 5LF",SO50 5LF,50.968291183087,-1.35381494113325,www.hants.gov.uk/eastleigh-museum
Chiddingstone Castle,"Hill Hoath Road, Edenbridge, TN8 7AD",TN8 7AD,51.1858113928225,0.141991372223518,www.chiddingstonecastle.org.uk
Egham Museum,"Literary Institute, 51 High Street, Egham, Surrey, TW20 9EW",TW20 9EW,51.4318896891445,-0.548339951737648
Eton College Natural History Museum,"Eton College, Windsor, SL4 6DW",SL4 6DW,51.4920913931093,-0.60835432290468,http://www.facebook.com/ECNHM
Museum of Eton Life,"Eton College, Windsor, Berkshire, SL4 6DB",SL4 6DB,51.4909474861427,-0.608950916098161,www.etoncollege.com/CollegeCollections
"Royal Armouries, Fort Nelson","Fort Nelson, Portsdown Hill Road, Fareham, Hampshire, PO17 6AN",PO17 6AN,50.8608641148882,-1.1388895899427,www.royalarmouries.org
Royal Military Police Museum,"Defence College of Policing, PPt 38, Southwick Park, Mr Fareham, Hampshire, PO17 6EJ",PO17 6EJ,50.87565710151,-1.10190449965424,http://www.army.mod.uk/agc/provost/13312.aspx
Westbury Manor Museum,"84 West Street, Fareham, Hampshire, PO16 0JJ",PO16 0JJ,50.8523397959728,-1.18020140610966,www.hants.gov.uk/westbury-manor-museum
Rural Life Centre,"Old Kiln Museum, Reeds Road, Tilford, Farnham, Surrey, GU10 2DL",GU10 2DL,51.1832333528126,-0.772243979095845,www.rural-life.org.uk
Belmont House,"Belmont, Throwley, Faversham, Kent, ME13 0HH",ME13 0HH,51.2760156263295,0.846155468614307,www.belmont-house.org
Chart Gunpowder Mills,"Westbrook Walk, Faversham, Kent, ME13 7SE",ME13 7SE,51.3147317465464,0.881963462111661,www.faversham.org
Fleur de Lis Heritage Centre,"10-13 Preston Street, Faversham, Kent, ME13 8NS",ME13 8NS,51.3147780390187,0.89175445955983,www.faversham.org
Elham Valley Line Trust,"Peene Museum, Folkestone, Kent, CT18 8BA",CT18 8BA,51.0986880163038,1.12003544463921,www.elhamvalleylinetrust.org
Rockbourne Roman Villa,"Rockbourne, Fordingbridge, Hampshire, SP6 3PG",SP6 3PG,50.9528796648568,-1.83107740744016,www.hants.gov.uk/rockbourne-roman-villa
Dimbola Museum & Galleries,"Terrace Lane, Freshwater Bay, Isle of Wight, PO40 9QE",PO40 9QE,50.6723661250283,-1.51614061709875,www.dimbola.co.uk
Royal Engineers Museum Library & Archive,"Prince Arthur Road, Gillingham, Kent, ME4 4UG",ME4 4UG,51.3924424785511,0.533372053189919,www.remuseum.org.uk
Explosion! The Museum of Naval Firepower,"Priddy’s Hard, Gosport, Hampshire, PO12 4LE",PO12 4LE,50.8071490417688,-1.12656474928333,www.explosion.org.uk
Gosport Discovery Centre,"High Street, Gosport, Hampshire, PO12 1BT",PO12 1BT,50.7946459233348,-1.1249390420925,www.hants.gov.uk/gosport-gallery
Royal Navy Submarine Museum,"Haslar Jetty Road, Gosport, Hampshire, PO12 2AS",PO12 2AS,50.7881843633716,-1.11952686613384,www.submarine-museum.co.uk
Queen’s Royal Surrey Regiment Museum,"Clandon Park, Guildford, Surrey, GU4 7RQ",GU4 7RQ,51.2510174903355,-0.515339125672874,www.queensroyalsurreys.org.uk
Herstmonceux Museum,"Lime Park Heritage Trust
Herstmonceux Museum
Lime Park
Herstmonceux, BN27 1RF",BN27 1RF,50.8858457118713,0.325520864370358,http://www.cherrymortgages.com/historic_britain/herstmonceux_museum_sussex.htm
Kempton Great Engines Trust,"Kempton Park Waterworks, Snakey Lane, Hanworth, Middlesex, TW12 6XH",TW12 6XH,,,www.kemptonsteam.org
Hastings Museum and Art Gallery,"Bohemia Road, Hastings, East Sussex, TN34 1ET",TN34 1ET,50.8576339880155,0.56851397018582,www.hmag.org.uk
Shipwreck Museum,"Rock-a-Nore Road, Hastings, Sussex, TN34  3DW",TN34  3DW,50.8562758635525,0.594926474116626,www.shipwreckmuseum.co.uk
Spring Arts and Heritage Centre,"56 East Street, Havant, Hampshire, PO9 1BS",PO9 1BS,50.8503565911521,-0.977878839501226,www.thespring.co.uk
Lashenden Air Warfare Museum,"Headcorn Aerodrome, Headcorn, Ashford, Kent, TN27 9HX",TN27 9HX,51.1540633167913,0.645468758787905,www.lashendenairwarfaremuseum.co.uk
River & Rowing Museum,"Mill Meadows, Henley-on-Thames, Oxon, RG9 1BF",RG9 1BF,51.5322751202674,-0.89558705102306,www.rrm.co.uk
Herne Bay Museum & Gallery,"12 William Street, Herne Bay, Kent, CT6 5EJ",CT6 5EJ,51.3723590772217,1.12824159858844,www.museums@canterbury.co.uk
Horsham Museum and Art Gallery,"Causeway House, 9 Causeway, Horsham, West Sussex, RH12 1HE",RH12 1HE,51.0607972103872,-0.329535327307139,www.horshammuseum.org
Hove Museum and Art Gallery,"19 New Church Road, Hove, East Sussex, BN3 4AB",BN3 4AB,50.8293574653588,-0.180288505421437,www.brightonmuseums.org.uk
Hythe Local History Room,"Oaklands, 1 Stade Street, Hythe, Kent, CT21 6BG",CT21 6BG,51.0694818512726,1.08276387419768,http://www.hythetc.kentparishes.gov.uk
Anne of Cleves House and Museum,"52 Southover High Street, Lewes, East Sussex, BN7 1JA",BN7 1JA,50.8692051672007,0.00529987443988911,www.sussexpast.co.uk/anneofcleves
Lewes Castle and Barbican House Museum,"169 High Street, Lewes, East Sussex, BN7 1YE",BN7 1YE,50.8727221050961,0.00893317482688989,www.sussexpast.co.uk
Hollycombe - Steam in the Country,"Iron Hill, Midhurst Road, Liphook, Hampshire, GU30 7LP",GU30 7LP,51.0610852369507,-0.789176662450831,www.hollycombe.co.uk
Littlehampton Museum,"Manor House, Church Street, Littlehampton, West Sussex., BN17 5EW",BN17 5EW,50.8093872076712,-0.53940297365141,www.littlehamptonmuseum.co.uk
St Barbe Museum and Art Gallery,"New Street, Lymington, Hampshire, SO41 9BH",SO41 9BH,50.7589936934775,-1.54302219730738,www.stbarbe-museum.org.uk
New Forest Centre,"High Street, Lyndhurst, Hampshire, SO43 7NY",SO43 7NY,50.8719162370939,-1.57467766942238,www.newforestcentre.org.uk
Kent Life,"Lock Lane, Sandling, Maidstone, Kent, ME14 3AU",ME14 3AU,51.2971468777344,0.508696736490861,www.kentlife.org.uk
Maidstone Museum and Bentlif Art Gallery,"St Faith’s Street, Maidstone, Kent, ME14 1LH",ME14 1LH,51.2758235773316,0.519966491669559,www.museum.maidstone.gov.uk
Queen’s Own Royal West Kent Regimental Museum,"Maidstone Museum & Bentlif Art Gallery, St Faith’s Street, Maidstone, Kent, ME14 1LH",ME14 1LH,51.2758235773316,0.519966491669559,www.museum.maidstone.gov.uk
Tyrwhitt-Drake Museum of Carriages,"Archbishop’s Stables, Mill Street, Maidstone, Kent, ME15 6YE",ME15 6YE,51.2713727319588,0.521170995960112,http://museum.maidstone.gov.uk/our-museums/tyrwhitt-drake/
Meopham Windmill,"Meopham Green, Wrotham Road, Meopham, Gravesend, Kent, DA13 0QA",DA13 0QA,51.3606172679239,0.35214995711222,www.meopham.org
Museum of Army Flying,"Middle Wallop, Stockbridge, Hampshire, SO20 8DY",SO20 8DY,51.1524547041125,-1.56668666570974,www.armyflying.com
Bletchley Park,"Sherwood Drive, Bletchley, Milton Keynes, MK3 6EB",MK3 6EB,51.9973034675802,-0.74308197800802,www.bletchleypark.org.uk
Milton Keynes Museum,"McConnell Drive, Wolverton, Milton Keynes, MK12 5EL",MK12 5EL,52.0562703710965,-0.802933714114365,www.mkmuseum.org.uk
Minster Abbey Gatehouse Museum,"Union Road, Minster in Sheppey, Sheerness, Kent, ME12 2HW",ME12 2HW,51.4224792122201,0.811014170454637,www.swale.gov.ukwww.swaletourism.co.uk
West Berkshire Museum,"West Berkshire Museum, The Wharf, Newbury, Berkshire, RG14 5SH",RG14 5SH,51.4014018073368,-1.30939360666123,www.westberkshiremuseum.org.uk
Planet Earth Museum,"Paradise Park, Avis Road, Newhaven, East Sussex, BN9 ODH",No Valid Postcode Found,,,www.paradisepark.co.uk
Newport Pagnell Historical Society Museum,"Chandos Hall, Silver Street, Newport Pagnell, Buckinghamshire, MK16 0EW",MK16 0EW,52.0856601129171,-0.723058356816411,www.mkheritage.co.uk/nphs/
Newport Roman Villa,"Cypress Road, Newport, Isle of Wight, PO30 1HA",PO30 1HA,50.6940128539573,-1.2912871468513,www.iwight.com/museums
Cowper and Newton Museum,"Orchard Side, Market Place, Olney, Buckinghamshire, MK46 4AJ",MK46 4AJ,52.1525245375767,-0.701457571604875,www.cowperandnewtonmuseum.org.uk
Maison Dieu,"Water Lane, Ospringe, ME13 0DW",ME13 0DW,51.2966571139948,0.865695391613997,www.english-heritage.org.uk & www.faversham.org
Christ Church Picture Gallery,"Christ Church, Oxford, OX1 1DP",OX1 1DP,51.7499045121422,-1.25655129297245,www.chch.ox.ac.uk
Modern Art Oxford,"30 Pembroke Street, Oxford, OX1 1BP",OX1 1BP,51.7505605099852,-1.25791669741134,www.modernartoxford.org.uk
Museum of Oxford,"Town Hall St Aldates, Oxford, OX1 1BX",OX1 1BX,51.7516511070158,-1.25691375808239,www.museumofoxford.org
Soldiers of Oxfordshire Museum,"Office Address Harrisons Lane, Woodstock Oxfordshire OX201SS, OX20 1SS",OX201SS,51.8483785012102,-1.3577569431489,www.sofo.org.uk
Flora Twort Gallery (within Petersfield Museum),"Petersfield Museum
St Peters Road
Petersfield, GU32 3HS",GU32 3HS,51.0034862048165,-0.937875482960694,www.petersfieldmuseum.co.uk
Petersfield Museum,"St Peters Road, Petersfield, Hampshire, GU32 3HU",GU32 3HU,,,www.petersfieldmuseum.co.uk
Uppark,"South Harting, Petersfield, West Sussex, GU31 5QR",GU31 5QR,50.9574849339314,-0.889090329532814,www.nationaltrust.org.uk/uppark
Petworth Cottage Museum,"346 High Street, Petworth, West Sussex, GU28 0AU",GU28 0AU,50.9853889393008,-0.608641955177845,www.petworthcottagemuseum.co.uk
Charles Dickens’ Birthplace Museum,"393 Old Commercial Road, Portsmouth, PO1 4QL",PO1 4QL,50.8068121981828,-1.08725845996224,www.portsmouthmuseums.co.uk
City Museum & Records Office,"Museum Road, Old Portsmouth, Hampshire, PO1 2LJ",PO1 2LJ,50.7916420999824,-1.09775479643276,www.portsmouthmuseums.co.uk
City of Portsmouth Preserved Transport Depot,"Cranleigh Road, Porchester, Hampshire",No Valid Postcode Found,,,www.cpptd.co.uk
D-Day Museum,"Clarence Esplanade, Portsmouth, PO5 3NT",PO5 3NT,,,www.portsmouthmuseums.co.uk
Eastney Industrial Museum,"Henderson Road, Eastney, Portsmouth, PO4 9JF",PO4 9JF,50.7885914208563,-1.04550687575838,www.portsmouthmuseums.co.uk
HMS Warrior 1860,"Victory Gate, HM Naval Base, Portsmouth, PO1 3QX",PO1 3QX,50.7989750189316,-1.10760332094544,www.hmswarrior.org
Mary Rose Museum,"HM Naval Base, Portsmouth, Hampshire, PO1 3PY",PO1 3PY,50.8022132541912,-1.10888978889693,www.maryrose.org
National Museum of the Royal Navy,"HM Naval Base (PP66), Portsmouth, PO1 3NH",PO1 3NH,50.8011206266028,-1.10830037214153,www.nmrn.org.uk
"National Museum of the Royal Navy, Portsmouth","HM Naval Base (PP66), Portsmouth, PO1 3NH",PO1 3NH,50.8011206266028,-1.10830037214153,www.nmrn.org.uk
Natural History Museum Cumberland House,"Eastern Parade, Southsea, Portsmouth, PO4 9RF",PO4 9RF,50.7820192771068,-1.06907393279959,www.portsmouthmuseums.co.uk
Royal Marines Museum,"Southsea, Hampshire, PO4 9PX",PO4 9PX,50.7856322974379,-1.05206425502119,www.royalmarinesmuseum.co.uk
Southsea Castle,"Clarence Esplanade, Southsea, Portsmouth, PO5 3PA",PO5 3PA,50.7781012588569,-1.08879597647781,www.portsmouthmuseums.co.uk
Museum of English Rural Life,"The University of Reading, Redlands Road, Reading, Berkshire, RG1 5EX",RG1 5EX,51.4483049446166,-0.959003385912708,www.reading.ac.uk/merl
Ure Museum of Greek Archaeology,"Department of Classics,
HumSS Building
University of Reading 
Whiteknights
Reading, RG6 6AA",RG6 6AA,51.4576269642365,-0.945635861937744,www.rdg.ac.uk/ure/
Guildhall Museum,"17 High Street, Rochester, Kent, ME1 1PY",ME1 1PY,51.39090975057,0.503013752843629,www.guildhallmuseumrochester.co.uk
C M Booth Collection of Historic Vehicles,"63-67 High Street, Rolvenden, near Cranbrook, Kent, TN17 4LP",TN17 4LP,51.0526381339129,0.630278584311923,www.morganmuseum.org.uk
Rye Art Gallery,"107 High Street, Rye, TN31 7JE",TN31 7JE,50.9516791801593,0.734727156234153,www.ryeartgallery.co.uk
Rye Castle Museum,"3 East Street, Rye, East Sussex, TN31 7JY",TN31 7JY,50.9510587515749,0.734719202550843,www.ryemuseum.co.uk
Dinosaur Isle,"Culver Parade, Sandown, Isle of Wight, PO36 8QA",PO36 8QA,50.6592289068746,-1.14276507898084,www.dinosaurisle.com
Sandwich Guildhall Museum,"Guildhall, Cattle Market, Sandwich, Kent, CT13 9AH",CT13 9AH,51.2747986890609,1.33859284161201,www.sandwichtowncouncil.gov.uk
Gilbert White & The Oates Collections,"High Street, Selborne, Alton, Hampshire, GU34 3JH",GU34 3JH,51.0976306407563,-0.943075151788308,www.gilbertwhiteshouse.org.uk
Sevenoaks Museum,"Sevenoaks Kaleidoscope (Library Museum and Art Gallery), Buckhurst Lane, Sevenoaks, Kent, TN13 1LQ",TN13 1LQ,51.2713541902693,0.194941881417142,www.kent.gov.uk/leisure-and-community/history-and -leisure/museums/sevenoaksmuseum
Weald and Downland Living Museum,"Singleton, Chichester, West Sussex, PO18 0EU",PO18 0EU,50.9073000857409,-0.756531383304666,www.wealddown.co.uk
Slough Museum,"278-286 High Street, Slough, Berkshire, SL1 1NB",SL1 1NB,51.5071454142747,-0.586656352216989,www.sloughmuseum.co.uk
SeaCity Museum,"SEACITY MUSEUM, Havelock Road, Southampton, Hampshire, SO14 7FY",SO14 7FY,50.9078538974863,-1.40828583806214,www.seacitymuseum.co.uk
Tudor House and Garden,"Bugle Street, Old Town, Southampton, SO14 2AD",SO14 2AD,50.8998180217997,-1.40541559773411
Manor Cottage Heritage Centre,"Manor Cottage, Southwick Street, Southwick, West Sussex",No Valid Postcode Found,,
Spelthorne Museum,"Staines Library, Friends Walk, Staines, Middlesex, TW18 4PM",No Valid Postcode Found,,,www.spelthornemuseum.org.uk
Steyning Museum,"Church Street, Steyning, West Sussex, BN44 3YB",BN44 3YB,50.8888179055795,-0.32730583843957,http://steyningmuseum.org.uk
Tenterden and District Museum,"Station Road, Tenterden, Kent, TN30 6HN",TN30 6HN,51.0685656844821,0.684884451118433,www.tenterderdenmuseum.co.uk
Natural History Museum at Tring,"Akeman Street, Tring, Hertfordshire, HP23 6AP",HP23 6AP,51.7909803438081,-0.660986770733616,www.nhm.ac.uk/tring
Ventnor Heritage Museum,"11 Spring Hill, Ventnor, Isle of Wight, PO38 1PE",PO38 1PE,50.5956979068303,-1.20426256251818,www.ventnorheritage.org.uk
Brooklands Museum,"Brooklands Road, Weybridge, Surrey, KT13 0QN",KT13 0QN,51.3549071414049,-0.464431918862074,www.brooklandsmuseum.com
Whitchurch Silk Mill,"28 Winchester Street, Whitchurch, Hampshire, RG28 7AL",RG28 7AL,51.2291519274964,-1.33876979668036,www.whitchurchsilkmill.org.uk
Whitstable Museum & Gallery,"Oxford Street, Whitstable, Kent, CT5 1DB",CT5 1DB,51.3560641183776,1.02441725260848,www.canterbury-museums.co.uk
City Space at Winchester Discovery Centre,"Jewry Street, Winchester, Hampshire, SO23 8SB",SO23 8SB,51.0659488529193,-1.31605085054996,http://hampshireculturaltrust.org.uk/city-space
Gurkha Museum,"Peninsula Barracks, Romsey Road, Winchester, SO23 8TS",SO23 8TS,51.0628762282371,-1.32114778910397,www.thegurkhamuseum.co.uk
Royal Green Jackets (Rifles) Museum,"Peninsula Barracks, Romsey Road, Winchester, SO23 8TS",SO23 8TS,51.0628762282371,-1.32114778910397,www.wrgjmuseum.co.uk
Westgate Museum,"High Street, Winchester, Hampshire, SO23 9AP",SO23 9AP,51.0633961982092,-1.31778663445128
Winchester City Museum,"The Square, Winchester, Hampshire, SO23 9ES",SO23 9ES,51.0619677607104,-1.31493935153787,http://hampshireculturaltrust.org.uk/winchester-city-museum
Royal Berkshire Yeomanry Cavalry Museum,"TA Centre, Bolton Road, Windsor, Berkshire, SL4 3JG",SL4 3JG,51.47071570321,-0.610502125163441
Windsor & Royal Borough Museum,"The Guildhall, High Street, Windsor, Berkshire, SL4 1LR",SL4 1LR,51.4823758691408,-0.607253097712004,http://www3.rbwm.gov.uk/info/200199/museums_and_galleries/871/windsor_and_royal_borough_museum
Witney & District Museum & Art Gallery,"75 Gloucester Court Mews, High St, Witney, Oxon, OX28 6LX",OX28 6LX,51.7897911759109,-1.48958266338025,www.witneyhistory.org
The Lightbox Gallery and Museum,"Chobham Road, Woking, Surrey, GU21 4AA",GU21 4AA,51.3222710722908,-0.558318572411281,www.thelightbox.org.uk
Museum of Berkshire Aviation,"Mohawk Way, Woodley, Reading, Berkshire, RG5 4UE",RG5 4UE,51.4522080417989,-0.881919161793118,www.museumofberkshireaviation.co.uk
Oxfordshire County Council: Museum Services,"Fletcher’s House, Park Street, Woodstock, OX20 1SN",OX20 1SN,51.847791035971,-1.35719913285673,oxfordshire.gov.uk/museums
The Shipwreck Centre and Maritime Museum,"The Shipwreck Centre, 
Arreton Barns Craft Village 
Main Road 
Arreton, PO30 3AA",PO30 3AA,50.6779303679356,-1.24632384253603
Alexander Keiller Museum,"High St, Avebury, Marlborough, Wiltshire, SN8 1RF",SN8 1RF,51.427914345824,-1.85735350676795
American Museum in Britain,"Claverton Manor, Bath, BA2 7BD",BA2 7BD,51.375121515264,-2.31121091532737,www.americanmuseum.org
Bath Postal Museum,"27a Northgate Street, Bath, BA1 1AJ",BA1 1AJ,51.3833890878307,-2.35996550850243,www.bathpostalmuseum.org
Bath Preservation Trust,"1 Royal Crescent, Bath, BA1 2LR",BA1 2LR,51.3870530658727,-2.36725149351365,www.bath-preservation-trust.org.uk
Beckford’s Tower and Museum,"Lansdown, Bath, Somerset, BA1 9BH",BA1 9BH,51.4077626656013,-2.38077392537383,www.beckfordstower.org.uk
Fashion Museum,"Assembly Rooms, Bennett Street, Bath, Somerset, BA1 2QH",BA1 2QH,51.386231895052,-2.36241643746812,www.fashionmuseum.co.uk
Herschel Museum of Astronomy,"19 New King Street, Bath, Somerset, BA1 2BL",BA1 2BL,51.382388479791,-2.36658188533003,www.herschelmsuseum.org.uk
Holburne Museum,"Great Pulteney Street, Bath, BA2 4DB",BA2 4DB,51.3857453851743,-2.35091633912384,www.holburne.org
Museum of Bath Architecture,"The Countess of Huntingdon’s Chapel, The Vineyards, The Paragon, Bath, BA1 5NA",BA1 5NA,51.3869850105444,-2.3602093021719,www.bath-preservation-trust.org.uk
Museum of Bath at Work,"Julian Road, Bath, Somerset, BA1 2RH",BA1 2RH,51.3879224224389,-2.36238668844423,www.bath-at-work.org.uk
Museum of East Asian Art,"12 Bennett Street, Bath, Somerset, BA1 2QJ",BA1 2QJ,51.3864804509677,-2.36345308174268,www.meaa.org.uk
No. 1 Royal Crescent,"Bath, Somerset, BA1 2LR",BA1 2LR,51.3870530658727,-2.36725149351365,www.bath-preservation-trust.org.uk
Roman Baths Museum,"Pump Room, Stall Street, Bath, Somerset, BA1 1LZ",BA1 1LZ,51.3811317437952,-2.36010584573741,www.romanbaths.co.uk
Sally Lunn's Historic Eating House & Museum,"Sally Lunn's House, 4 North Parade Passage, Bath, BA1 1NX",BA1 1NX,51.3807139039516,-2.35855074043988,www.sallylunns.co.uk
"Dr Jenner's House, Museum and Garden","The Chantry, Church Lane, Berkeley, Gloucestershire, GL13 9BN",GL13 9BN,51.6902697832228,-2.45741257617916,www.jennermuseum.com
Blandford Forum Museum,"Bere’s Yard, Market Place, Blandford Forum, Dorset, DT11 7HQ",DT11 7HQ,50.8554806009384,-2.16419218798345,www.blandfordtownmuseum.org
Royal Signals Museum,"Blandford Camp, Dorset, DT11 8RH",DT11 8RH,50.8682983580081,-2.12510132174922,www.royalsignalsmuseum.com
Cornwall's Regimental Museum,"The Keep, Bodmin, Cornwall, PL31 1EG",PL31 1EG,50.1184952535044,-5.143742472447,https://cornwalls-regimentalmuseum.org/
Museum of Witchcraft and Magic,"The Harbour, Boscastle, Cornwall, PL35 OHD",No Valid Postcode Found,,,www.museumofwitchcraft.com
Russell-Cotes Art Gallery and Museum,"East Cliff, Bournemouth, Dorset, BH1 3AA",BH1 3AA,50.7175877550122,-1.8708486118438,www.russell-cotes.bournemouth.gov.uk
Cotswold Motoring Museum and Toy Collection,"The Old Mill, Bourton on the Water, Gloucestershire, GL54 2BY",GL54 2BY,51.8840149933294,-1.75947624298769,www.cotswoldmotormuseum.co.uk
Bradford on Avon Museum,"Bridge Street, Bradford on Avon, Wiltshire, BA15 1BY",BA15 1BY,51.3463141114786,-2.25035322301354,bradfordonavonmuseum.co.uk
Braunton and District Museum,"The Bakehouse Centre, Caen Street, Braunton, Devon, EX33 1AA",EX33 1AA,51.1086626520561,-4.16256599729952,www.devonmuseums.net/braunton
Bridport Museum,"Bridport Museum, 25 South Street, Bridport, Dorset, DT6 3RJ, DT6 3NR",DT6 3RJ,50.7321948509013,-2.75882095906376,www.bridportmuseum.co.uk
Bridport Museum Trust,"The Coach House, Gundry Lane, Bridport, DT6 3RJ",DT6 3RJ,50.7321948509013,-2.75882095906376,www.bridportmuseum.co.uk
Brunel Institute,"SS Great Britain
Great Western Dockyard
Bristol, BS1 6TY",BS1 6TY,51.4492537816445,-2.60801109451882,ssgreatbritain.org
Brunel's SS Great Britain,"Great Western Dockyard, Bristol, BS1 6TY",BS1 6TY,51.4492537816445,-2.60801109451882,www.ssgreatbritain.org
Brixham Heritage Museum,"Bolton Cross, Brixham, Devon, TQ5 8LZ",TQ5 8LZ,50.3943880175705,-3.51718913894997,www.brixhamheritage.org.uk
South Devon Railway Trust,"The Station, Buckfastleigh, Devon, TQ11 0DZ",TQ11 0DZ,50.483313712986,-3.77025206061113,www.southdevonrailway.co.uk
Chard and District Museum,"Godworthy House, High Street, Chard, Somerset, TA20 1QB",TA20 1QB,50.8727033881112,-2.96820192309208,www.chardmuseum.co.uk
